Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con1_GD6_1_50906.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con2_GD7_1_50908.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con3_GD8_1_50910.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con4_GD9_1_50912.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con5_GD10_1_50914.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con6_GD11_1_50916.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con7_GD12_1_50918.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con8_GE1_1_50920.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con9_GE2_1_50922.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con10_GE3_1_50924.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con11_GE4_1_50926.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con12_GE5_1_50928.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con13_GE6_1_50930.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con14_GE7_1_50932.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con15_GE8_1_50934.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP1_GF12_1_50970.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP2_GG1_1_50972.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP3_GG2_1_50974.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP4_GG3_1_50976.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP5_GG4_1_50978.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP6_GG5_1_50980.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP7_GG6_1_50982.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP8_GG7_1_50984.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP9_GG8_1_50986.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP10_GG9_1_50988.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP11_GG10_1_50990.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP12_GG11_1_50992.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP13_GG12_1_50994.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP14_GH1_1_50996.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP15_GH2_1_50998.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP1_GE9_1_50938.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP2_GE10_1_50940.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP3_GE11_1_50942.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP4_GE12_1_50944.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP5_GF1_1_50946.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP6_GF2_1_50948.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP7_GF3_1_50950.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP8_GF4_1_50952.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP9_GF5_1_50954.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP10_GF6_1_50956.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP11_GF7_1_50958.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP12_GF8_1_50960.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP13_GF9_1_50962.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP14_GF10_1_50964.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP15_GF11_1_50966.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix1_GH3_1_50936.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix2_GH3_1_50968.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix3_GH3_1_51000.d
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	16177.9	19416.6	14075.8	17990.5	17856.5	14619.6	12288.8	8931.73	12907.4	14002.2	17110.4	11965.8	14498.4	13449.9	11667.2	23317.5	18189.3	20639.8	57536.1	22737.6	19063.7	21022.2	22336.9	14367.8	13183.6	21060.6	21922.5	16486.5	17666.8	17590.6	10989.5	10718.2	10351.3	14511.8	20925.5	22962.7	11191.2	25310.8	14440.8	13897.1	28911.7	27323.2	9374.59	16726.4	27486.9	18751.3	19675.8	17178.6
Q14766	LTBP1_HUMAN	LTBP1	Latent-transforming growth factor beta-binding protein 1	237250	244347	419091	252515	149372	423436	274546	311633	392794	355776	171963	251343	243550	294838	344294	433861	35108.6	158905	53451	285432	284470	111199	267889	467537	111328	260653	122423	37319.7	145314	140210	342370	263249	288273	210887	22886.7	39710.6	199592	32091.6	47772.6	61032.2	349098	174536	461678	79579.1	176859	168929	165211	163027
Q14767	LTBP2_HUMAN	LTBP2	Latent-transforming growth factor beta-binding protein 2	18397.9	14645.8	18841.9	24662.4	93559.4	9585.36	30685	9688.76	15778.9	16161	50713.5	25113.2	21750.2	24279.2	39037.5	85015.6	18016.3	32982.6	57837.6	21882.6	26558.6	47370.9	43155.8	48030.1	41524.9	42967.9	32894.6	21785.2	58491.5	58593.2	21966.4	12945.9	21487	38799.5	55551.3	150330	84699.2	52470.8	43583.2	38512.4	53430.9	69777.3	26417	51181.9	71157.7	48743.1	53177.2	43388.9
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	57817.1	53154.7	42031.1	44117.5	43566.3	39082.3		28067.3	21393.3					41076.8		46591.1		27741.3	154972	23134.6	39934.1	35393.3	22693.6	63326.3	48801.1	28572.8	27259.2	23770	37051.3	32772.3	17101.8			118317					27371.8	27151.8	37382.3	50712.6			55498.7	24567.2	37559.3	38259.1
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	9755.98	8546.66	3429.18	10041.3	7719.59	5379.99	5113.77		3966.18							9551.67		7699.25	7757.98	5903.81	3899.81	8210.99		8054.06					4378.43	4704.79	6941.71	3633.26	7075.79	5777.1						7208.02	4703.43	5027.34			4302.92	5195.53	5488.75	4244.74
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	4412.79	4045.81	4153.99	5160.48		7136.25	4881.2											4096.46			3860.76	12134.8	3223.35		2269.93	2945.71	1643.72															3478.32						
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	49430.5	19622.1	44563.9	18617.4	23603.2	14646.8	26397	31798.2	46010.4	29327.6	41841.1		26931.2	25436.8	19150.5	28513.1			19736.8			45072.4		39931.9	37729.5		35119.7		33742	36292.7	41657.1	32703	35057	50787.5	32865.9	21102.9	30190	13257.9	35820.1		21248.4	15344.9		20048.5	38973.9	43013.1	39618.9	42900.2
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	2547.91	2808.5		3291.58	1797.82	1370.47																					1810.55													1708.32					2510.69			
Q15063	POSTN_HUMAN	POSTN	Periostin	71826.7	76847.5	7839.63	77474	21824.8	11765.5	6666.46	7888.14	10289.2	15149.4	10705.5	10583.4	21964.5	14772.1	16817.6	16275.1	68843.2	17353.6	119878	45361.7	40944.8	30810.3	89328.5	174392	85161.5	98835.6	10767.5	55556.6	10914.9	13610.5	31734.6	29164	28324.3	11739.5	7102.58	20544.4	90811.3	15455.5	27020.9	2974.72	20809.8	176722	80116.1	22231.6	11256.4	46274.3	48914.5	49212.7
Q15080	NCF4_HUMAN	NCF4	Neutrophil cytosol factor 4																			9532.49								3317.81																					
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	11280.8	14233.1	5918.45	14860.6	10127.1	13964.1	7033.22	9595.75	9131.51	7532.86	8326.16	5758.73		7115.03	5773.9	19134.9	5514.6	6629.65	23562.4	4607.49	4155.22	13502	7862.46	24887.3	11706.2	6454.91	12811.2	4697.56	15579.4	15403.5	7383.66	5784.44	4218.78	18626.7	18219.2	7459.82	10581.1	9552.15	12912.5	6141.22	12293.6	8477.81	9180.28	9653.55	23157.2	9183.75	11572.3	9621.91
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	4754.38	3986.32	1492.6	5618.36	2033.44	13016.6	6517.07	8164.66	1556.82		5121.32	5376.92					1917.82	5730.8	3918.69	2058.48		12783.6	1858.53				1270.75	2457.23	2352.08			3952.55	8791.65	3021.62				1243.7			3494.91	3382.31			2647.96	1639.27	1658.28	2613.55
Q15113	PCOC1_HUMAN	PCOLCE	Procollagen C-endopeptidase enhancer 1	156429	158865	136163	177889	223709	180536	84319.7	92288.7	163940	78350.6	94294	85087.7	152296	102660	108583	132111	78696.5	174447	116148	115890	117909	110977	246276	88099	159242	224249	136951	74521.2	170072	152312	259385	134817	123579	118006	103157	107644	112418	136806	109609	148523	180456	189096	83383.9	121915	169577	123898	131291	126021
Q15166	PON3_HUMAN	PON3	Serum paraoxonase/lactonase 3	1.15609e+07	1.153e+07	5.62617e+06	1.04955e+07	3.67976e+06	6.81781e+06	3.49346e+06	5.2509e+06	5.44894e+06	3.63522e+06	1.25936e+06	3.91474e+06	4.66272e+06	4.09082e+06	3.35931e+06	3.22455e+06	3.49987e+06	3.03636e+06	2.28519e+06	3.28749e+06	3.68099e+06	2.6773e+06	2.68994e+06	3.30763e+06	3.18551e+06	1.31158e+06	4.36954e+06	4.6305e+06	3.71611e+06	3.75687e+06	3.90139e+06	6.62084e+06	6.83674e+06	2.58889e+06	4.5169e+06	4.80034e+06	2.74312e+06	2.97913e+06	6.14057e+06	2.98602e+06	3.499e+06	3.15941e+06	3.09245e+06	4.03971e+06	2.64557e+06	1.93804e+06	3.04655e+06	2.7857e+06
Q15172	2A5A_HUMAN	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	2515.06	2216.33		1793.82															3559.9					2784.2																							920.549	
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	11342.3	12542.8	2786.09	13624.1	14857.7	9292.32	4805.54	9354.52	5504.2		8286.96	6194		2227.98	2761.82	2838.46		5816.71	17453.2	5554.53	6904.84	19179.7	8332.44	5989.96	3894.46	6448.82	4246.18	5691.13	5362.21	4138.52		6221.71	9949.23	7356.18	5018.43	3680.75	6875.51	9249.08	4218.66	3261.7	13375.4	14038.8	6210.86	3307.36	6484.09	7910.52	8127.77	7629.74
Q15262	PTPRK_HUMAN	PTPRK	Receptor-type tyrosine-protein phosphatase kappa	2345.11	3316.54	2029.04	2335.72	1809.04	2301.08			2150.24					2134.46	4128.59						3479.12	2922.74				1672.68			2452.56	2116.29	5119.82		3424.44	1871.3	3003.35				1800.37	3357.87	3958.24	2350.55		3373.19	3437.25			1654.05
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	30689.7	36163.3	30155.6	33329.2	26798.2	23988.2	27141	28457.3	27229.7	38479	58123.1	21634.7	16889	23850.1	34518.7	32821.1	22447.8	23994.4	21236.5	38399.3	40794.2	17070.2	16551.4	11340.6	25495.7	13582.7	23014.1	15777.3	21148.9	16614	30279.4	17394.9	21213.9	22467.3	27797.8	17471	27049.5	22268	31749.5	31549.1	19392.1	18368.9	27009.7	29279.3	22299.6	20916.3	22577.7	22713.6
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	20294.4	21643.9	3909.78	13568.7	5847.92	5499.44	3891.85	3473.56			4038.07	2233.6		2477.91		6186.19			18443.7			7253.9		4435.35	3966.19	1575.34	8917.54		6413.91	3865.65				9498.91	2147.93				2774.26	2752.5	5183.04	2923.1	3117.33		11314.7		3596.23	
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	20075.4	25431.6	4119.38	20044	8081.22	10304	6678.08	7193.47	5536.57			1691.21		952.487		2449.29			10891.1			6296	727.783				6956.16		6774.05	3771.68	1212.22			13656.2	988.556				3796.2	2149.45	3845.72	3958.07		890.326	8769.15	2530.99	3077.29	3322.84
Q15370	ELOB_HUMAN	ELOB	Elongin-B					5902.38														7934.75						3550.23				4300.61					5217.08								4456.28			5410.64			
Q15389	ANGP1_HUMAN	ANGPT1	Angiopoietin-1	8275.14	6302.16	17381.7	8883.64	9552.38	15701		8936.57	12704.5	7648.63			9460.81	9413.5	5983.55	8086.16		7033.85					9081.53	16638.6	3079.61	9162.55	10290.4		6883.7	5013.55	7292.22	3831.6	3667.76	8611.42			6622.8			3931.35	13037.4	4173.41	8075.8		12711.3	9080.46	8959.64	5866.91
Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1	10389.7	10278.3		12285	4636.54	8071.3			3925.23													5715.68					5742.51		6919.59												8673.43				10136.7			
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	1196.36	5271.53		1199.82	811.955											8754.71			17895.1		5218.44		3421.08	8237.48	3681.6														1771.83		2652.82	3808.53		4554	2979.04			
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	14002.5	15427.9	6112.97	13806	14074.1	11816.4	8337.25	4464.44	5536.05		4820.57	9896.3	2897.58	9057.03	8341.27	13082.3	12428.9	12658.9	50881.3	12904.4	13703	17987.1	16987.1	30495.3	13434.6	19682.3	8555.17	9157.01	9949.5	9503.39	3832.81	4799.12		11700	17396.6		8644.69	10130.7	13532.1	12137.2	19310.8	20243.6	9680.13	10357	13750.5	14721.6	17700.1	16953.5
Q15485	FCN2_HUMAN	FCN2	Ficolin-2	106379	125197	401704	125180	226112	457114	459766	297961	423177	241603	573697	534828	444364	274124	331337	340902	371502	286972	221345	262312	264831	334270	216106	492950	358701	260535	145856	457702	152725	142409	138580	366426	394052	196222	360603	162165	70025.4	220261	344555	160207	218737	219685	313730	174827	254841	258159	276566	264017
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	37991.8	49363.9	6859.46	47196.3	12943.2	10313.6		7733.92	5678.33							5002.37			7838.94			10117.5		10409.5	7442.38		10953.8		11029.6	7758.84				16280.3					4159.74		7833.21				14417.5			
Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	108295	110104	140725	114654	167731	136690	103047	140574	127303	139585	266524	99937.8	176149	169609	240827	200664	143488	107765	126897	142554	143577	94351.2	96963.1	136954	184337	95402.7	201591	138918	200945	202225	96949	115110	122768	110358	191754	205363	153680	182647	103791	158269	98926.5	147100	118120	152926	172110	118136	123642	111219
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	30233.1	36313	4849.77	36304.1	11913.2	38545.4	5006.77	8050.46	4432.39							7119.14		3640.22	15876.2		3521.64	19119.3	3186.92	8154.27		5949.88	22497		20610.4	21851.3				22969.8				6348.54	10555.4		13039.3	6671.48			35821.8	5253.15	6454.08	7509.88
Q15746	MYLK_HUMAN	MYLK	Myosin light chain kinase, smooth muscle	44947.4	51745.5		41332.9	15197.8	53378.9		12197.8								7736.01		11111.1	21611.3			37605.6	4820.15	12286.9	8717.35	7036.32	33151.9	5802.77	35425.8	41874.9				63824.4					14031.1		19676.6	4666.28		7081.48	48354.2	21923	20375.4	24032.7
Q15828	CYTM_HUMAN	CST6	Cystatin-M	3691.44	1783.21	7256.28	2890.19	14207.6	4130.85	11651	6978.03	7932.07			8074.54		7943.47	8872.9	30189.1	4811.01	5509.69	11921	5660.11	4989.6	12552.1	6404.13	4732.54	12064.4	7947.29	5025.58	4542.05	5799.81	6363.22	9961.93	8132.09	6697	10458.8	8708.91	12193.7	13615.7	7714.44	12385.8	11876.1	2222.36	4715.75	5998.02	5851.99	8870.5	14799.4	10817.1	12706.1
Q15848	ADIPO_HUMAN	ADIPOQ	Adiponectin	34943.8	25404.6	38560.8	32490.7	90015.5	18391.8	25703.6	18989.2	33169.6	13787.4	19650.1	19609.9	15852.2	15673.9	18415.6	20719.4	23490.5	13332	20202.7	25413.1	26601	16213.4	27933.1	18270.7	20825.7	32229.7	27086.5	20614.4	34863.1	33190.2	32757.4	16009.6	18469.6	18903.2	22589.1	43509	12392	21713.4	31526.1	13812.1	31408.1	23954.5	22436.2	20289.5	61123.9	27279.8	51953.8	36946.3
Q15904	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	1865.72				3997.21	2896.08		3057.96	2568.23		5017.79	3721.11	3612.39		3505.16				1701.13					2969.42			2394.33		3561.2	6130.16	2836.09	3105.19		4151.7	4084.03	6857.79		7363.31		7221.99		2979.43			3666.02	5833.32		
Q15907	RB11B_HUMAN	RAB11B	Ras-related protein Rab-11B	21668.4	19936.2	6929.28	22634.6	15116.3	51297.7	12033.2	12114.5	4477.08			7294.53		8818.95	16104.8	11661	5786.35		13353.8	9349.19	8186.4	29720.7	5950.54	16445.7	6258.7	6424.16	34417.4		28926.9	33479.1		7562.52	9886.63	22456.7	5431.47	4571.3	23309.4	12066	13241.3	8389.7	17819.4	8537.86	8731.75	10905.8	38184.9	6543.19	13778.1	10594.7
Q16134	ETFD_HUMAN	ETFDH	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial																			23783.6																72536													
Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	7901.05	7177.99	13953.4	7274.41	28005	10877.8	12225.1	14173	11983.7	8198.34	14527.2	12372.4	11858.2	11002.4	8960.7	12455.8	10178.3	17438.9	33771.5	10220.3	14489.1	20497.2	39343	14513.5	12153.5	34529.2	19548.5	11455.1	22622.3	24607	8064.01	8265.69	6771.71	9756.72	15533.6	18156.4	21627.5	30025.1	10309	20413.4	12819.1	15919.9	14225.2	11885.6	15053.3	19968.9	18598.3	18459.5
Q16394	EXT1_HUMAN	EXT1	Exostosin-1	28612.5	30140.7	39813.5	32464.3	43058.3	35452.2	14618.7	18289.2	43323.2	14686.4	11095.6	16863.3	27724.9	19828.9	29835.6	36352.9	44411.7	29295.9	31313.6	23901.9	23955.9	44311.6	33363.9	43788.6	39596.7	34781.3	35997.6	44061.9	35380.2	36673.3	18888.1	19416.6	22371.3	12985.5	76682.4	29409.7	17692.4	43642.4	27337.3	26156.1	40488.7	46829	10994.4	30269.8	36487.2	27384.7	30129	26968.6
Q16539	MK14_HUMAN	MAPK14	Mitogen-activated protein kinase 14	2703.5	4528.32		4829.83												3717.64			10718.6					5520.72	1260.24	4827.73															2411	3465.17			2205.34	510.148		
Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	94855.9	98068.2	185192	100704	122034	149263	83456.2	116257	147547	95364.4	97019.8	80075.8	153976	106479	60396	104125	204861	137139	106171	85171.6	87475.5	85503.1	182544	108554	98333.4	145337	117982	142193	114507	97248.3	153802	48606.7	41885.3	79011.8	46881.2	183803	83691.2	100077	100008	51212.8	98504.2	160678	122910	76719	102929	89247.5	106026	98223.9
Q16643	DREB_HUMAN	DBN1	Drebrin	8041.7	14157.7		2742.93	2355.71	5483.56		1893.02				1102.44	2264.52		1412.71	891.078						3310.28					3667.26		4252.45	3489.03				4251.03							1017.82		797.183		6872.41		1633.34	960.235
Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	58059.8	56416.9	46432.2	57809.2	62425.4	64822.6	39440.9	49320.5	43455.6	42907.9	55688.4	37226	56941.8	42122.6	44796.6	52136.9	82795.8	63841.7	46213.6	54316.4	54548.2	40308.2	51245.4	54260.9	67476.4	48724.4	58433.8	76882.4	57514.9	61569.5	55096.5	55735.5	60037.3	47593	87739.9	56864.4	43256.6	67246.2	61602.3	36226.9	83127.5	76418.3	37100.5	46311.8	53904.8	45923.7	45905.3	48158.4
Q16769	QPCT_HUMAN	QPCT	Glutaminyl-peptide cyclotransferase	23873.9	26518.7	15941.7	21147.4	33276.9	29383.7	19177	14867.8	20653.2	31787.4	17192.6	15562.7	12130.4	20054.7	12645.9	42032.3	23986.2	12907.6	16493.6	22581.2	22755.3	22588.2	22809.8	23955.4	25682.2	25749.6	26815.4	24515.7	22966.1	28060.7	22544.3	21785	19071.7	20735.4	23222.8	14202.2	10039.9	22234.5	16707.9	59034	54779.5	26988.1	20963.9	23244.4	27936.2	17876.6	16795.4	19229.3
Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	2148.7	2962.94	3196.2				6246		3230.53			7152.31	6152.22	7031.29	4774.62	3604.31			10892.2	5924.77	6248.96				8912.78		11478.6		14459.3	12157.5		9979.36	10086.9	5059.98	33876.5		10038.2			6321.21	9469.74	5007.95	4748.79	4469.35	10056.7	4141.37	5281.1	6203.23
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	4766.77	7093.43	5914.5	7732.5	4281.07	3781.51	6789.97	6364.92	4097.8			5793.34				18230.3			8747.91	5303.42	6908.85	5970.44	6676.52	9862.34	40891.7	5152.15	2883.62	2244.81	4596.56	2362.53	2038.13	6034.75	6259.81	7455.15	36181.1		10785.9	5812.9	3507.04	4780.9	16890.3	34559.4	2395.78	9279.82	11721.1	5439.04	5887.04	6896.14
Q16853	AOC3_HUMAN	AOC3	Amine oxidase [copper-containing] 3	7805.42	8920.42	8847.94	9978.56	23330.9	8019.9	12273.8	17369.2	13708.2	18013.6	15447.5	17533.7	29291.5	25325.8	6782.92	7727.25	15397.1	18978.1	22011.1	9102.44	7191.8	9253.84	11113	5097.77	6633.29	8912.9	10820.3	12750.5	13566.7	12542.3	4829.76	8073.1	5648.67	7911.69	17962.3	37147.6	28288.9	19877.4	20278.4	16364.8	12978.2	8469.14	9539.28	15134.2	6613.56	15677.2	15505.4	13542.3
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2		4012.15					3456.31									7371.77			19327.4	2552.02		5388.56		4560.96					3706.81									2240.08	5234.11	4077.56		4795.02			4538.08	3980.7	4506.04	4283.32
Q2M3T9	HYAL4_HUMAN	HYAL4	Hyaluronidase-4					7126.46																																											
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1				5978.66						8703.32						6232.6			23770.8			10500.2		12987	6118.65		3058.01							10815.4						6065.06	5242.17	6520.99		6205.31	8325.98			
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	4218.05	5013.72		4609.79		4652.15	11505.9			5250.59	3826.23	6841.25	6818.15	5776.75	7443.65	6620.99	2965.82		5450.3	5459.18	5308.7			3936.31	6728.12	3061.96	8775.08	3452.73	10160.3	8779.46	5268.95	10997.2	14821.9	7016.81	24271.4			4066.95		5663.34	5352.45	5339.49		3197.85	5157.14	6329.77	5508.5	5115.45
Q3SY84	K2C71_HUMAN	KRT71	Keratin, type II cytoskeletal 71	35692.3	16785.8		9644.89	27574.1	13596.1	21092.3	41425.8	66783.2	53650.7	88732.8	12284.4	74553.2	88611	27354.2	37648.7		9607.87	7807.44		12410.5	30476.2		42417.7	28376.5	33321.4		71203.3	90701.7	112433	85621.5	48344.8	19612.8	49645.1	27337.5	36004.5	17144.9		19856.8	73510.6	17208.2	21269.3	21948.3		27879.8	70787.4	84152.3	89689.6
Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein	74390.9	77942.3	8357.67	80728.1	19394.4	72123.7	4197.87	24572.8	9569.25				12402.1	12681.8		5484.11		6526.13	6677.46			40083.7		15239.8	5155.44	7708.45	49688		49772.3	51722.8		3886.91		42725.1					11583.9	7198.55	15876.6		10529.7		65861.2	11065.6	12961.5	11423.2
Q4G0M1	ERFE_HUMAN	ERFE	Erythroferrone	1723.53																		5821.88		2034.33		7064.37	3393.38	4015.64	5158.04																			3453.54			
Q4LDE5	SVEP1_HUMAN	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	12255.8	11366.2	7837.6	13594.7	44205.5	9118.83	8972.18	9011.15	9550.37		6926.2	7934.23	12545.9	15539.6	8834.01	13025.3	32963.4	41681.2	30355.5	12708.8	14466.5	40180.2	46971.9	28334.7	32532.2	39066.8	29750.3	25510.6	27676.9	29250.1	7666.67	8820.99	8481.92	12356.5	44232.9	15521	23552	37507.6	14814.7	14834.1	27137.5	54075.9	10880.9	29157.2	51732.6	18316.8	18861.8	21466.2
Q53H76	PLA1A_HUMAN	PLA1A	Phospholipase A1 member A	5738.09	4843.44	5206.29	3856.24	3694.44	4984.4	9476.35		5979.54	6964.95	4969.43	10547.4	5683.57	7459.78		16810.6	8995.96		4931.21	7259.84	8267.29	7438.17	4243.02	4632.57	4859.67	5471.46	5350.08	10956.4	1499.51	4124.54	1690.24	5228.75		4542.73	4772.92	16158.8		10405	8917.72	5340.11	5376	10835	4453.09	7232.69	5461.26	3694.54	4335.08	4461.56
Q53RD9	FBLN7_HUMAN	FBLN7	Fibulin-7	4161.33	3634.6	3426.69	3422.69	7882.13	3774.05	4532.18	3658.48	3416.05			4093.09			5885.91		4217.2	2704.24				2978.96				3163.52	4468.41	2767.59	3022.85	4157.46	3683.72	1823.67	2644.41	3022.26	3052.48	5741.71	3113.67	5137.77	3108.36	3344.45		3841.28			2913.3	2154.67	2950.43	2728.11
Q53RT3	APRV1_HUMAN	ASPRV1	Retroviral-like aspartic protease 1	6071.79	3434.06	12683.3	6923.05			4302.65	4475.39		7721.8	8058.29			3193.29						1416.42		5472.31			8154.18	5972.53	5229.9	7638.62	18121	6257.81	10242.2	7910.03	6105.9	7061.98	12991.5	2027.16			6888.58	6594.64		2112.92			7094.04	6687.57	7800.35	8287.48
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	1.33447e+06	1.49041e+06	652624	1.3259e+06	971347	893343	538079	748752	663335	489979	507617	486327	204194	624729	421545	764431	275031	701387	1.78935e+06	481303	521547	771250	566793	746648	717648	575987	843626	245310	769581	765739	254815	240630	345224	1.23821e+06	592587	135551	241369	490464	615759	423141	966408	1.22238e+06	377894	474428	1.29705e+06	609857	563291	571975
Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2	130668	66496.3	161545	63836.4	70570.4	38174.1	47379.5	104105	130778	63421.5	36504.2	17668.3	122345	109851	53910.9	90691.3	48907.1	68869.7	25158.7	36620.5	42629.9	138590	53818.9	78618.1	103079	113345	67858.2	238118	149082	121375	145977	86390.6	67854.6	120472	43500.8	39981.2	62950	38129.3	76213.6	130001	40258.5	33244.6	71132	19514.8	114079	105083	108265	92971.7
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	93292.1	100190	68772.7	99122.2	109656	44550.1	80649.7	32055.2	50962.6	55929.3	151571	109471	24295.2	60240.2	188728	607002	73921.9	232280	266443	283642	304116	64398.6	112181	59786.5	232521	108635	94345.4	80540.5	120772	109283	52407.6	44661.7	58731.2	300713	62614.6	87773.8	84370.5	166157	59421.6	138412	265334	210375	135183	201179	99724.4	177430	169472	176989
Q5SQ64	LY66F_HUMAN	LY6G6F	Lymphocyte antigen 6 complex locus protein G6f	7636.95	6501.39			3893.55	5643.42																					3410.32			5486.67															5304.35			
